fecha,modulo,detalle,comentario,solucion,fecha_id,modulo_id,detalle_id,comentario_id,solucion_id
2023-05-01 00:00:00,calculo variables bim 6,aparece ventana advertencia para fechas corte bimestral en recalculo,el proceso al ser cierre/inicio de año se debe calcular primero variables y despues hacer ajuste fechas bimestrales,"se ""regresaron"" fechas ejercicio 2022 para bimestre 6 y asi se pueda realizar recalculo",4,13,15,14,8
2023-05-01 00:00:00,calculo variables bim 6,no aparecen empleados en movimientos cuando si debe aplicar,"el proceso de recalculo no se estaba generando ya que las validaciones del proceso ""saltaba"" proceso",se realizo ajuste en procedimiento para validacion correcta en recalculo bim 6 desde recalculo,4,13,16,15,9
2023-05-01 00:00:00,calculo variables bim 6,indico que realizo proceso de calculo pero no aparecio error,"se reviso proceso de sistema y se ""saltaba proceso""",se aplicaron cambios realizados para valmur y asi comprobar calculo de información,4,13,17,16,10
2023-05-01 00:00:00,configuracion,al realizar captura de nuevas fechas en mes de octubre no respecta dato,pasar a revision en desarrollo tema,se cargaron fechas de forma manual con cliente,4,14,18,17,11
2023-05-01 00:00:00,reporte variables,en reporte aparece factor integracion sin actualizar,el factor de integracion solo se actualizaba al realizar acumulacion,se agrego proceso para actualizar factor integracion fijo al recalcular variables,4,15,19,18,12
2023-05-01 00:00:00,calculo variables bim 6,empleados sin aparecer con movimiento cuando si corresponde,"empleado con sbc correcto pero se habia agregado registro con fecha 2024 por lo que no se ""sustituia"" calculo con 2023","se eliminaron movimientos de 2024 y se ""regreso"" sbc para recalcular y que el sistema arroje movimientos correctos",4,13,20,19,13
2023-06-01 00:00:00,calculo variables bim 6,empleados sin aparecer con movimiento cuando si corresponde,"empleado con sbc correcto pero se habia agregado registro con fecha 2024 por lo que no se ""sustituia"" calculo con 2023","se eliminaron movimientos de 2024 y se ""regreso"" sbc para recalcular y que el sistema arroje movimientos correctos",5,13,20,19,13
2023-06-01 00:00:00,nom 035,falta visualizacion de campos captura información en nom035,actualizacion en portal de empleados,vacio,5,16,21,20,92
2023-06-01 00:00:00,nom 035,error al realizar asignacion de colaboradores,se realizo revision y falta realizar proceso actualizacion a sistema,se solicito espacio de tiempo para actualizacion,5,16,22,21,14
2023-06-01 00:00:00,poliza contable,"se detecto error por importe ""duplicado"" en poliza","se reviso proceso de poliza y se detecto que concepto de cuota sindical no se estaba ""excluyendo"" en listado percepciones",se realizo ajuste en procedimiento para mostrar informacion correcta,5,4,23,22,15
2023-06-01 00:00:00,poliza contable,solicitud para mostrar cuenta contable en pensionada,"en ventana de pensionados se debe capturar informacion indicada, no tenia dato que se indicaba",se capturo cuenta correcta y se indico al usuario el lugar en el que se debe indicar,5,4,24,23,16
2023-09-01 00:00:00,reporte,reporte acumulado mensual no muestra informacion,no aparece ya que configuracion de empresa se inicializo para ejericio 2023 y reporte se tenia que exportar cuando aun no se cerraba por completo el ejericio 2022,se realizo modificacion en procedimiento para exportar archivos y enviarlos para revision,6,17,25,24,17
2023-09-01 00:00:00,timbrado,aparecio error que no contaba con folios disponibles,no se habia realizado revision de saldos paa que no le apareciera error a cliente,se le asignaron folios del saldo dsponible,6,18,26,25,18
2023-09-01 00:00:00,acceso portal colaboradores,empleados tienen vigencia de acceso a diciembre 22,se solicito actualizar vigencia de acceso por 1 año mas,se realizo actualizacion masiva a vigencias para los usuarios enlazados a empleados activos,6,19,27,26,19
2023-09-01 00:00:00,cambio empleado,solicitud para proceso cambio numero a empleado,"se solicito soporte para indicar proceso cambio nomina de empleado, al querer cambiar su puesto aparecia leyenda de asignacion de segmento para puesto","se indico proceso, faltaba capturar el numero de segmento en el catalogo de pueestos para que pueda realizar el movimeinto de forma correcta",6,20,28,27,20
2023-09-01 00:00:00,acceso portal colaboradores,empleados tienen problema para ingresar,los usuarios tienen problema para ingresar a la plataforma,se ingreso de forma externa y no aparecio problema,6,19,29,28,21
2023-09-01 00:00:00,contratos,al realizar asignacion de contrato se queda bloqueada pantalla,"no se almacena movimiento, se queda ""pensando""","no se realizo moviminto, fue problema de conexión, se ingreo de nueva cuenta y se aplico el movimeinto correcto",6,21,30,29,22
2023-09-01 00:00:00,layout skandia,descarga de periodo ya acumulado,se requiere descargar el periodo semanal 1 2023 y la nomina ya se acumulo,"no existe opcion en sistema, se hizo movimiento manual para descarga",6,22,31,30,23
2023-09-01 00:00:00,acceso portal colaboradores,empleados tienen problema para ingresar,los usuarios tienen prioblema para ingresar a la plataforma,"se ingreso de forma externa y no aparecio problema, detalle encontrado en que el empleado no estaba ingresando datos correctos",6,19,29,31,24
2023-09-01 00:00:00,actualización,detalle en asignacion y consulta nom 035,se realizo actualizacion a sistema dadrh,vacio,6,23,32,32,92
2023-10-01 00:00:00,calculo de nómina,marca error al realizar calculo de nomina,error originado ya que saldo de creditos s almacena con valor decimal muy pequeño,se ajusto importes en tabla para que pudiera realizar calculo,7,24,33,33,25
2023-10-01 00:00:00,reporte,solicitud de reporte cambios de salario,se le indico reporte que estaba habilitado en sistema pero no era el necesario y se solicito habilitar uno especifico a cambios de salario,se creo reporte dentro de ventana diseño de reportes para consulta,7,17,34,34,26
2023-10-01 00:00:00,acceso portal colaboradores,empleados tienen problema para ingresar,usuario tienen problema para ingresar a la plataforma,"se reviso informacion, contraseña encriptada no coincidia con la indicada, se realizo actualizacion de contraseña para que pudiera ingresar",7,19,29,35,27
2023-10-01 00:00:00,vacaciones,muestra saldo incorrecto de vacaciones,"error originado por actualizacion de tabulador, no se habia actualizado campo acumulado",se cargo datos tabulador para importe acumulado en años anteriores,7,7,35,36,28
2023-11-01 00:00:00,empleados,captura erronea de numero empleado,se solicito realizar el cambio de numero al empleado,actualizacion directa en base de datos de numero de empleado,8,25,36,37,29
2023-11-01 00:00:00,actualización,detalle al realizar timbrado de finiquitos,se programo actualizacion para solucionar detalle al momento de timbrar fniquitos,vacio,8,23,37,38,92
2023-11-01 00:00:00,configuracion percepcion,configuracion de concepto con dato a sdo anterior,en periodo anterior se habia realizado ajuste a formla para indicar todos los dias en sdo anterior,"se ""regreso configuracion de concepto para tomar sueldo actual",8,26,38,39,30
2023-11-01 00:00:00,configuracion empresas,solicitud replica de informacion a empresas,"solicitud para copia de informacion tabuladores, fechas de corte para nomina desde vsa",se realizo copia de configuracion a empresas solicitadas,8,27,39,40,31
2023-11-01 00:00:00,credito infonavit,error al realizar carga de credito infonavit,"se intento realizar carga de nuevo credito cuando aun tenia uno activo, sistema no permite dos creditos activos",se indico a usuario que tenia que dar de baja el que termina para que pueda agregar el nuevo registro,8,28,40,41,32
2023-11-01 00:00:00,datos generales empleado,error al realizar carga de contacto empleado,el error indica que el nombre del contacto no puede estar duplicado,se indico a usuario que debia almacenar solo una vez el dato del contacto,8,29,41,42,33
2023-11-01 00:00:00,cambio de salario,error en pantalla cuando ingresa a opcion cambio de salario indiv,el error encontrado es codigo de js con respecto a licencia devexpress,se indico a cliente que saliera de sistema e ingresara de nuevo para verificar dato ya que en servidor no aparecia advertencia,8,12,42,43,34
2023-11-01 00:00:00,finiquitos,solicitud para eliminar finiquito ya almacenado que se tiene que ajustar,en sistema no esta la opcion para eliminar finiquitos por lo que se tiene que solicitar,vacio,8,30,43,44,92
2023-11-01 00:00:00,configuracion,consulta al configurar tabla isr se visualizan dos renglones mas en sistema,es corrrectro que aparezcan por limites de ingresos y fincionalidad de sistema,vacio,8,14,44,45,92
2023-11-01 00:00:00,calculo isr,consulta por calculo de isr en empleados disminuyo,esto se debe  a que el primer calculo se realizo antes de hacer el ajute a tablas isr y el segundo una vez que ya se habian ajustado,vacio,8,10,45,46,92
2023-12-01 00:00:00,checadas,solicitud descarga de checadas biometrico bromo,registros deben ser descargados desde attendance ya que por conexión no se permite descarga desde sistema,vacio,9,31,46,47,92
2023-12-01 00:00:00,credito infonavit,consulta para realizar activacion de credito dado de baja,el sistema no permite realizar reactivacion de credito infonavit,se reactivo de forma manual el credito porque no permite captura de clave que ya ha sido asidnada anteiormente,9,28,47,48,35
2023-12-01 00:00:00,reportes,ventana de error al descargar comparativo de nomina,al querer descargar reporte aparecio error donde indicaba que columna empleado no se habia encontrado,"esto aparece ya que no se eliminan las sesiones al entrar a formulario y cauza conflicto, se soluciono con cliente diciendole que cerrara sesion e ingresara de nuevo",9,32,48,49,36
2023-12-01 00:00:00,tiempo extra,distribucion de horas erronea,la separacion de horas dobles y triples es erronea,se realiza ajuste a distribucion de horas para que se cargue en sistema,9,33,49,50,37
2023-12-01 00:00:00,calculo isr,se solicita validacion de calculo de isr/subsidio dentro del sistema,se realiza solicitud para confirmacion de calculo por nuevo tabular,se envio comprobacion manual de calculo correcto en sistema,9,10,50,51,38
2023-12-01 00:00:00,cambio salario integrado,se solicita validacion de calculo factor integracion,no se realizo ajuste en factor de integracion de forma correcta al realizar cambio de salario,"la formula del sistema esta ""fijo"" en los dias de vacaciones a considerar, siempre toma 6 por lo que se debe hacer cabio a los nuevos dias, se realizo ajuste para formula indicada y se comento proceso a realizar para ajuste de colaboradores",9,34,51,52,39
2023-12-01 00:00:00,cambio de salario,ventana de advertencia al uintentar realizar cambio de salario,el periodo de salario minimo debe cubrir en su totalidad el periodo de nomia en el que se debsea realizar el movimiento,se  realizo ajuste a los registros de salario minimo que iniciaba 02/01 a que inicie 01/01 por periodo quincenal,9,12,52,53,40
2023-12-01 00:00:00,costo total de nomina,"problema con la descarga de reporte, lleva mas de 10min y no lo descarga",sde realizo descarga desde servidor y si lo descargo correctamente,vacio,9,35,53,54,92
2023-12-01 00:00:00,reportes,"reportes caratula sale con quincena mal, reporte genera de nomina por plaza no aparece datos",vacio,se realizaron ajustes en procedimiento,9,32,54,92,41
2023-12-01 00:00:00,credito fonacot,valor de descuento erroneo,"sistema con funcionalidad en descuento por numero d epagos o ""fijo"" en campo complementario, solo debe indicarse uno de los dos porque si esta en ambos el valor se suma","empleado con importe en ambas ipciones por lo que se estaba sumando, se debe quitar uno de los dos",9,36,55,55,42
2023-01-13 00:00:00,acceso sistema,no puede acceder a sistema,servidor saturado en memora,se reinicio servidor,10,37,56,56,43
13/01/2023,carga tiempo extra,no puede cargar tirmpo extra a persona de vacaciones,sistema tiene bloqueada captura por funcionalidad en personal vacaciones,se solicito correo para considerar el ajuste,11,38,57,57,44
13/01/2023,descento seg infonavit,no  se desconto importe seguro infonavit a bmestre 6,"se reviso formula bien configurada, falta revision con datos",se revisara al cerrar nominas ya que se habian cerradoi y no se podia hacer ajuste,11,39,58,58,45
16/01/2023,puestos,duda para saber como agregar nuevo puesto,se indico menu para agregarlo,vacio,12,40,59,59,92
16/01/2023,empleados,duda para indicar empleado como jefe de otro colaborador,se indico proceso a seguir para asignacion,vacio,12,25,60,60,92
16/01/2023,empleados,empleado salio sin pago en nomina ordinaria,revisar el proceso de baja del empleado para determinar porque no se le pago,vacio,12,25,61,61,92
16/01/2023,acceso sistema,no puede acceder a sistema,servidor saturado en memora,se reinicio servidor,12,37,56,56,43
16/01/2023,factor integracion,en modulo activos no se actualizo factor de integracion,"formula ""fija"" en sistema por lo que al cambiar tabular en calculo de factor","se agrego campo para dejarlo como parametro y  poder moverlo sin requerir actalizacion, se actualizo sistema",12,41,62,62,46
16/01/2023,usuarios,consulta para funcionamiento de opcion generar usuarios de forma masiva.,vacio,vacio,12,42,63,92,92
17/01/2023,acceso portal,"soporte para revision de acceso a portal, colaborador con usuario activo pero sin acceso",se le realizo cambio de usuario al colaborador y estaba tratando de entrar al portal con el usuario anterior,se indico que se debia enviar intrucciones con usuario actualizado para acceso,13,43,64,63,47
17/01/2023,impresión credenciales,al realizar la impresión de la credencial aparece con nombre  incorrecto,dentro del sistema aparece la opcion de captura nombre  y es desde donde el usuario realiz la captura erronea,vacio,13,44,65,64,92
17/01/2023,integrados,se realizo revision y actualizacion de salario integrado,"no se habia realizado actualizacion por proceso no actualizado, se hizo ajuste manual",vacio,13,45,66,65,92
17/01/2023,vacaciones,error al tratar de ingresar registro vacaciones,"se dejo validacion erronea dentro de cogido, y se origino con la nueva actualizacion",vacio,13,7,67,66,92
17/01/2023,layout skandia,solicitud para envio de archivos primero periodo 2023,desde el sistema no se puede hacer descarga de periodos anteriores,se generaron archivos de forma manual y se enviaron,13,22,68,67,48
17/01/2023,creditos,consulta para determinar cual es el campo de saldo,vacio,vacio,13,46,69,92,92
17/01/2023,finiquitos,consulta para proceso de actualizacion saldo crdito en liquidacion,"se indico el proceso qe se puede realizar, solo se puede descontar/incluir saldo completo",vacio,13,30,70,68,92
18/01/2023,calculo isr,consulta para detallar el motivo del diferencia en calculo de isr,"proceso manual de cliente se realizaba ""bajando"" tabular mensual a 14 dias, pero en sistema es informacion ""separada""","se indico se debe realizar actuañizacion de tabuladores 14,21 y 28 dias",14,10,71,69,49
18/01/2023,calculo nomina especial,se realizo carga de datos pero no aparece despues de calcular nomina,"se reviso proceso con el cliente, se estaba ""excluyendo"" calculo uya que dejaba pestaña con filtro de datos",vacio,14,47,72,70,92
18/01/2023,empleados,duda para indicar empleado como jefe de otro colaborador,se indico proceso a seguir para asignacion,vacio,14,25,60,60,92
18/01/2023,finiquitos,problemas para poder cerrar ventana de captura expediente en liquidacion,vacio,vacio,14,30,73,92,92
18/01/2023,checador,descarga de checadas biometrico bromo,"desde sistema no hay conexión, se tiene que hacer descarga/carga manual al sistema",vacio,14,48,74,71,92
19/01/2023,dispersion bancomer,en archivo mostraba numero tarjeta y debe ser numero de cuenta,se reviso y en procedimiento estaba comentada la validacion para que saque cta y ponia tarjeta,se hizo cambio en procedimiento para validar que en kcm siempre deje la cta,15,49,75,72,50
19/01/2023,tabuladores,realizar replica de configuracion tabuladores desde vsa a otras razones sociales,se tiene que hacer actualizacion masiva porque desde sistema solo se puede hacer por razon social,vacio,15,50,76,73,92
19/01/2023,tiempo extra,revision con usuario para proceso carga tiempo extra,"se reviso proceso y se valido proceso, en 5 empleados se genero saldo incorrecto",se realizo ajuste de importe a pagar para empleados erroneos,15,33,77,74,51
19/01/2023,timbrado/cancelacion,consulta para proceso timbrado con relacion,timbrado ya incluye el uidrelacionado,vacio,15,51,78,75,92
20/01/2023,poliza dms,revision ya que archivo reteciones no incluye concepto isr aguinaldo,"se reviso configuracion y archivo, la imformacion se muestra de forma correcta",vacio,16,52,79,76,92
23/01/2023,reportes,se realizo actualizacion para habilitar reporte caratula acumulado,vacio,vacio,17,32,80,92,92
23/01/2023,empleados,duda para indicar empleado como jefe de otro colaborador,se indico proceso a seguir para asignacion,vacio,17,25,60,60,92
23/01/2023,calculo nomina,no aparece calculo vales de despensa en nomina,"configuracion valida ultimo periodo del mes contra fechas cargadas, detalle encontrado por configuracion, no se captueraron fechas de nuevo ejericio",se realizo carga de fechas para ejericio en cortes mensuales,17,53,81,77,52
23/01/2023,acceso a sistema,se le bloquea acceso y no le permite ingresar,servidor se satura en memoria de iis,se reinicio iis,17,54,82,78,53
23/01/2023,finiquitos,error al tratar de realizar captura de importe manual,se realizo revision desde servidor y todo el movimiento se hizo ok,vacio,17,30,83,79,92
24/01/2022,comedor,se indico problemas con modulo comedor ya que no se vieron reflejados consumos en 2do turno,"se reviso configuracion, todo correcto, se determino que el error fue de usuario al realizar la selección desde la opcion erronea en ventana comedor",se enviaron registros de checadas para obtener consumos totales,18,55,84,80,54
24/01/2022,acceso a sistema,se le bloquea acceso y no le permite ingresar,servidor se satura en memoria de iis,se reinicio iis,18,54,82,78,53
24/01/2022,cambios de sueldos,consulta para revisar opcion de cambio salario masivo con distintos porcentajes aumento,se indico que en sistema al realizar movimeitno masivo seria sobre un soloporcentaje,vacio,18,56,85,81,92
25/01/2023,sueldos variables,solicitud para carga masiva de sueldo variable ya que desde sistema no existe opcion,se realizo carga y registro de movimeinto de cambio salario variable,vacio,19,57,86,82,92
25/01/2023,reporte,solicitud para agregar dos columnas reporte cheque concepto,vacio,se paso a desarrollo para agregar columnas solicitadas,19,17,87,92,55
26/01/2023,actualizacion,se programo actualizacion para habilitar opcion solicitada descarga de recibos de pago,vacio,vacio,20,58,88,92,92
26/01/2023,checador,descarga de checadas biometrico bromo,"desde sistema no hay conexión, se tiene que hacer descarga/carga manual al sistema",vacio,20,48,74,71,92
26/01/2023,captura de datos,solicitud para localizar opcion en sistema donde se puede consultar datos cargados en captura masiva,vacio,se indico ventanas donde se puede visualizar movimiento e informacion,20,59,89,92,56
26/01/2023,calculo deducciones,descuento de seguro  infonavit  no se ha realizado,"se reviso configuracion, problema detectado en configuracion de items",se realizo ajuste en configuracion para que aparezca descuento correcto,20,60,90,83,57
26/01/2023,incapacidades,consulta para funcionalidad de como realizar nueva consulta a colaborador,se indico boton con el que se restablece pantalla para nueva busqueda,vacio,20,61,91,84,92
26/01/2023,acceso a sistema,se le bloquea acceso y no le permite ingresar,servidor se satura en memoria de iis,se reinicio iis,20,54,82,78,53
26/01/2023,tiempo extra,error al tratar de subir tiempo extra,se indico detalle que podria causar error par que se intente generar nuevamente movimientos,vacio,20,33,92,85,92
26/01/2023,reportes,no se puede descargar reporte general de nomina,detalle encontrado a que memoria de iis se saturo,se reinicio iis,20,32,93,86,53
27/01/2023,nomina especial,solicitud para configuracion de concepto p46 e isr acumulado a nomina ordinaria,vacio,vacio,21,62,94,92,92
27/01/2023,vales despensa,consulta para funcionalidad realizada excluir pago de vales despensa pero sigue apareciendo,proceso realizado de forma erronea,se indico campo y valor que debe ser indicado para excluir pago de vale despensa,21,63,95,87,58
27/01/2023,nomina especial,no aparece total de empleados en ventana calculo nomina especial,hay que quitar filtros utilizados en pago anterior,vacio,21,62,96,88,92
28/01/2023,vacaciones,se indico que saldo colaboradores estaba erroneo,detalle originado a que saldo recibido de usuario no era a cierre de ejercicio 2022,se envio listado actualizado con nuevo saldo para validacion y asi cargarlo,22,7,97,89,59
28/01/2023,nomina especial,"solicitud para revision de calculo adicional, no aparece descuento impuesto y disposicion judicial","se reviso configuracion, no aparecian datos por filtro de informacion en empleados deducciones",se quito el filtro de empleados para que se mostrara el total de colaboradores,22,62,98,90,60
30/01/2023,cambio salario / nomina,"se realizo movimientos de cambio de salario pero se realizo pago ""menor"" al correspondiente","el movimiento se realizo con fecha intermedia a periodo por lo que el sistema ""separo"" los dias con sdo anterior y con sdo nuevo",se solicito hacer modificacion en las formulas  para que siempre se pague el periodo completo con el sdo nuevo,23,64,99,91,61
30/01/2023,empleados,empleado dado de alta pero no aparece en nomina y muestra antigüedad negativa,el detalle se debe a que la nomina en la que se asigno al empleado aun esta en periodo anterior por lo que para el sistema aun no corresponde su ingreso,solicitaron movimiento en fecha periodo de nomina,23,25,100,92,62
30/01/2023,vacaciones,revision de saldo vacaciones para que usuario ajuste dato y cargarlo de nueva cuenta a sistema,se explico detalle excel enviado y la columna a revisar para nueva carga de saldos,vacio,23,7,101,93,92
30/01/2023,cuentas contables,al tratar de capturar nueva cuenta aparce que no ha sido dada de alta la variable,"se realizo la prueba y se reviso configuracion, aparece solo ""globo"" amarillo con advertencia pero si permite realizar el cambio",vacio,23,65,102,94,92
30/01/2023,costo total de nomina,al realizar revision de importe aportacion flexible aparece diferencia en 5 empleados,se descargo reporte de quincena correspondiente y el dato aparece de forma correcta,se determino que el archivo de comparativa no fue el final ya que se acumularon los valores correctos,23,35,103,95,63
30/01/2023,costo total de nomina,no aparece informacion correcta en columna agregada para cta centro de costo,"se reviso la informacion, el detalle se localizo en que el campo estaba como null y se determinmo que en consulta validaron que se almacene valor 0",se actualizo columna de activador con valor 0 para que muestre dato correcto,23,35,104,96,64
31/01/2023,finiquitos,problemas para poder realizar captura de importes manuales,se realizo prueba en servidor  y no arrojo error,vacio,24,30,105,97,92
31/01/2023,configuracion,consulta para proceso cambio de valor uma en sistema y configuracion de descuento comedor,vacio,vacio,24,14,106,92,92
31/01/2023,checadores,revision de conectividad para biometricos desde sistema,se reviso la conectividad y se requiere instalacion de software para continuar,vacio,24,66,107,98,92
31/01/2023,calculo nomina,en empresa desarrollo marca error al calcular por dato tabulador no encontrado,"detalle encontrado por columna antigüedad con datos erroneos, cuando se hizo actualizacio masiva quedo adato erroneo",se actualizo columna con valor correcto,24,53,108,99,65
31/01/2023,caratula finiquitos,al realizar descarga de caratula marca error por formato incorrecto,revision de procedimiento para poder valodar la cuenta contable por guion en formato,se agrego funcionalidad a reporte para que pueda reemplazar caracteres de cuenta contable,24,67,109,100,66
2023-01-02 00:00:00,timbrado nómina,al realizar proceso aparece que no cuenta con folios disponibles,vacio,se realizo asignacion de folios para continuar con proceso,25,68,110,92,67
2023-01-02 00:00:00,acceso sistema,no permire ingresar a sistema,el servidor estaba trabajando normal,"no se realizo movimiento, se determino que fue error de conexión",25,37,111,101,68
2023-01-02 00:00:00,acceso sistema,se quedo bloqueado el sistema y no permite ingresar,el servidor estaba trabajando normal,"no se realizo movimiento, se determino que fue error de conexión",25,37,112,101,68
2023-01-02 00:00:00,timbrado de nomina,muestra advertencia en percepcion con clasificacion 014 para agregar nodo faltante,"se reviso configuracion, sistema no cuenta con proceso para agregar nodo",vacio,25,69,113,102,92
2023-01-02 00:00:00,vacaciones,carga de nuevo saldo vacaciones,vacio,vacio,25,7,114,92,92
2023-02-02 00:00:00,factor integracion,"revison de proceso calculo variables, aparece advertencia con fechas de corte",se reviso y el detalle surge  a que estarmos dentro de bimestre del año y al recalcular indica que sea el periodo 6,se hizo modificacion para alidar si el periodo no es el 1 del año entonces deje informacion de primer bimetre,26,41,115,103,69
2023-02-02 00:00:00,respaldo,solicitud para generar respaldo de sistema,vacio,vacio,26,70,116,92,92
2023-02-02 00:00:00,pago en nomina,consulta para saber como quitar pago proporcionales finiquito a empleado que ya no es por contrato,el empleado tenia un contrato que termina dentro del periodfo por lo que se le habilita el pago de los proporcionales de finiquito,se indico el campo en elque hay que mnarcar para excluir pago,26,71,117,104,70
2023-07-02 00:00:00,incidencias,consulta para determinar configuracion requerida para ingresar incidencias que no descuentan nomina,se indico proceso a seguir,usuario enviara correo con requerimientos de visualización,27,6,118,105,71
2023-07-02 00:00:00,reportes,al intentar descargar el reporte caratula acumulado no muestra informacion,se reviso y en replica si muestra datos,se envio reportes generados de replica para que desarrollo nos ayude a determinar el problema,27,32,119,106,72
2023-07-02 00:00:00,vacaciones,colaboradores con dato de saldo incorrecto,a empleados que cumplieron aniversario entre el 25 y 31 de diciembre no le incluyeron saldo,se envio listado con dato para que se valide y ajustar saldo de esos colaboradores,27,7,120,107,73
2023-08-02 00:00:00,recibos de pago,"al realizar descarga de recibo en portal y sistema aparece con informacion ""errónea""","se reviso y el colaborador tiene registrado pago en periodo ordinario y periodo especial, la diferencia radica en el procedimiento ya que se hizo ajustes para el reporte de caratula acumulado","se creo nuevo procedimiento para reporte de caratula y asi no mover la funcionalidad de anteriores, se aplicaran cambios en próxima actualización",28,72,121,108,74
2023-08-02 00:00:00,acceso al sistema,no se puede ingresar a ventana cambio salario por error en memoria,vacio,se reinicio servicio de iis,28,73,122,92,75
2023-08-02 00:00:00,actualización tope sbc,consulta para determinar proceso a seguir de actualización de tope sdi por cambio en uma,el proceso de actualización automática esta inactivo y desde recalcular variabilidad solo se realiza ese proceso no el de topes,se indicó que se debe realizar desde cambio de salario individual realizando el movimiento con el mismo salario mensual y asi se actualice solo el tope de sbc,28,74,123,109,76
2023-09-02 00:00:00,checadas,solicitud descarga de checadas biométrico bromo,registros deben ser descargados desde attendance ya que por conexión no se permite descarga desde sistema,vacio,29,31,124,47,92
2023-09-02 00:00:00,cuotas patronales,revision de calculo cuotas patronales para colaboradore con cambio de tope sdi,valor erróneo al realizar la separación de dias antes y despues de cambio de salario,se realizo ajuste en item para que tome valor correcto,29,75,125,110,77
2023-09-02 00:00:00,acceso portal,al intentar ingresar a portal de colaboradores aparece advertencia de usuario/contraseña erróneo,"se reviso informacion, el usuario cambio por lo que se le debe enviar al colaborador el acceso actualizado",vacio,29,43,126,111,92
2023-09-02 00:00:00,contratos,solicitud de ajuste en dias de vigencia a contratos,proceso se puede realizar desde servidor por lo que se indico los pasos a seguir,vacio,29,21,127,112,92
2023-09-02 00:00:00,configuracion,consulta para realizar cambio de porcentaje para calculo de isn,se indico ventana en sistema donde se debe realizar cambio,vacio,29,14,128,113,92
2023-10-02 00:00:00,layout carga imss,solicitud para crear archivo layout con movimientos a enero,"se revisión solicitud, se reviso con usuario si no existían movimientos en sistema o tenían que ser modificados",movimientos ya existían en sistema por lo que solo se le indico que desde ventana de descarga puede hacer filtro en fecha y tambien quitar empleados que no quiere que se incluyan,30,76,129,114,78
2023-10-02 00:00:00,calculo de nómina,aparece ventana advertencia al realizar calculo por valor erróneo en tabulador subsidio,se reviso y el detalle aparecia ya que se estaba realizando calculo de prima vacacional por antigüedad en empleado sin dias laborados,se realizo ajuste para que no se realice pago en empleado sin dias laborados y para que si el valor de tabulador es negativo lo mande como valor 0,30,24,130,115,79
2022-11-02 00:00:00,configuracion,solicitud para ajuste en calculo cuotas patronales en cesantia y vejez,se debe agregar tabulador para tomar en cuenta el porcentaje,vacio,31,14,131,116,92
