fecha,modulo,detalle,comentario,solucion,codigo,usuario,soporte,solicitud cliente,fecha_id,modulo_id,detalle_id,comentario_id,solucion_id,codigo_id,usuario_id,soporte_id,solicitud cliente_id
2023-04-01 00:00:00,variabilidad,revisión valores variables después de nuevo tabular,se solicitó revisión de cálculo variables por cambio tabulador,vacio,,x,,,3,9,11,11,91,1,2,1,1
2023-04-01 00:00:00,cálculo isr,se indicó que no aparecía valor isr después de carga ajuste,"el proceso de cálculo esta de forma correcta, no aparece porque no ""completa"" descuento",se envió información desglosada de cálculo para validación,,x,,,3,10,12,12,7,1,2,1,1
2023-04-01 00:00:00,portal colaboradores,personal con problemas para ingresar a portal,"acceso en liga externa se tiene que realizar una vez que los usuarios se ""pasaron"" a la base de datos replica",vacio,,x,,,3,11,13,13,91,1,2,1,1
2023-04-01 00:00:00,cambio de salario,"detalle al realizar cambio de salario, aparece advertencia",verificar configuración de salarios mínimos,el registro de salarios mínimos debe cubrir el período completo de nómina para que considere el cálculo,,x,,,3,12,14,1,1,1,2,1,1
2023-05-01 00:00:00,cálculos variables bim 6,aparece ventana advertencia para fechas corte bimestral en recálculo,el proceso al ser cierre/inicio de año se debe calcular primero variables y después hacer ajuste fechas bimestrales,"se ""regresaron"" fechas ejercicio 2022 para bimestre 6 y así se pueda realizar recálculo",,,x,,4,13,15,14,8,1,1,2,1
2023-05-01 00:00:00,cálculos variables bim 6,no aparecen empleados en movimientos cuando si debe aplicar,"el proceso de recálculo no se estaba generando ya que las validaciones del proceso ""saltaba"" proceso",se realizó ajuste en procedimiento para validación correcta en recálculo bim 6 desde recálculo,,,x,,4,13,16,15,9,1,1,2,1
2023-05-01 00:00:00,cálculos variables bim 6,"indicó que realizo proceso de cálculo, pero no apareció error","se revisó proceso de sistema y se ""saltaba proceso""",se aplicaron cambios realizados para valmur y así comprobar cálculo de información,,,x,,4,13,17,16,10,1,1,2,1
2023-05-01 00:00:00,configuración,al realizar captura de nuevas fechas en mes de octubre no respecta dato,pasar a revisión en desarrollo tema,se cargaron fechas de forma manual con cliente,x,,,,4,8,18,17,11,2,1,1,1
2023-05-01 00:00:00,reportes variables,en reporte aparece factor integración sin actualizar,el factor de integración solo se actualizaba al realizar acumulación,se agregó proceso para actualizar factor integración fijo al recalcular variables,,x,,,4,14,19,18,12,1,2,1,1
2023-05-01 00:00:00,cálculos variables bim 6,empleados sin aparecer con movimiento cuando si corresponde,"empleado con sbc correcto, pero se había agregado registro con fecha 2024 por lo que no se ""sustituía"" cálculo con 2023","se eliminaron movimientos de 2024 y se ""regreso"" sbc para recalcular y que el sistema arroje movimientos correctos",,x,,,4,13,20,19,13,1,2,1,1
2023-06-01 00:00:00,cálculos variables bim 6,empleados sin aparecer con movimiento cuando si corresponde,"empleado con sbc correcto, pero se había agregado registro con fecha 2024 por lo que no se ""sustituía"" cálculo con 2023","se eliminaron movimientos de 2024 y se ""regreso"" sbc para recalcular y que el sistema arroje movimientos correctos",vacio,vacio,x,,5,13,20,19,13,91,91,2,1
2023-06-01 00:00:00,nom 035,falta visualización de campos captura información en nom035,actualización en portal de empleados,vacio,vacio,vacio,x,,5,15,21,20,91,91,91,2,1
2023-06-01 00:00:00,nom 035,error al realizar asignación de colaboradores,se realizó revisión y falta realizar proceso actualización a sistema,se solicitó espacio de tiempo para actualización,vacio,vacio,x,,5,15,22,21,14,91,91,2,1
2023-06-01 00:00:00,póliza contable,"se detecto error por importe ""duplicado"" en póliza","se revisó proceso de póliza y se detectó que concepto de cuota sindical no se estaba ""excluyendo"" en listado percepciones",se realizo ajuste en procedimiento para mostrar información correcta,vacio,x,vacio,,5,4,23,22,15,91,2,91,1
2023-06-01 00:00:00,póliza contable,solicitud para mostrar cuenta contable en pensionada,"en ventana de pensionados se debe capturar información indicada, no tenía dato que se indicaba",se capturo cuenta correcta y se indicó al usuario el lugar en el que se debe indicar,vacio,x,vacio,,5,4,24,23,16,91,2,91,1
2023-09-01 00:00:00,reporte,reporte acumulado mensual no muestra información,no aparece ya que configuración de empresa se inicializo para ejercicio 2023 y reporte se tenía que exportar cuando aún no se cerraba por completo el ejercicio 2022,se realizo modificación en procedimiento para exportar archivos y enviarlos para revisión,vacio,vacio,x,,6,16,25,24,17,91,91,2,1
2023-09-01 00:00:00,timbrado,apareció error que no contaba con folios disponibles,no se había realizado revisión de saldos para que no le apareciera error a cliente,se le asignaron folios del saldo disponible,vacio,x,vacio,,6,17,26,25,18,91,2,91,1
2023-09-01 00:00:00,acceso portal colaboradores,empleados tienen vigencia de acceso a diciembre 22,se solicitó actualizar vigencia de acceso por 1 año mas,se realizó actualización masiva a vigencias para los usuarios enlazados a empleados activos,vacio,x,vacio,,6,18,27,26,19,91,2,91,1
2023-09-01 00:00:00,cambio empleado,solicitud para proceso cambio número a empleado,"se solicitó soporte para indicar proceso cambio nómina de empleado, al querer cambiar su puesto aparecía leyenda de asignación de segmento para puesto","se indicó proceso, faltaba capturar el número de segmento en el catálogo de puestos para que pueda realizar el movimiento de forma correcta",vacio,x,vacio,,6,19,28,27,20,91,2,91,1
2023-09-01 00:00:00,acceso portal colaboradores,empleados tienen problema para ingresar,los usuarios tienen problema para ingresar a la plataforma,se ingresó de forma externa y no apareció problema,vacio,x,vacio,,6,18,29,28,21,91,2,91,1
2023-09-01 00:00:00,contratos,al realizar asignación de contrato se queda bloqueada pantalla,"no se almacena movimiento, se queda ""pensando""","no se realizó movimiento, fue problema de conexión, se ingresó de nueva cuenta y se aplicó el movimiento correcto",x,vacio,vacio,,6,20,30,29,22,2,91,91,1
2023-09-01 00:00:00,layout skandia,descarga de período ya acumulado,se requiere descargar el período semanal 1 2023 y la nómina ya se acumulo,"no existe opción en sistema, se hizo movimiento manual para descarga",,x,vacio,,6,21,31,30,23,1,2,91,1
2023-09-01 00:00:00,acceso portal colaboradores,empleados tienen problema para ingresar,los usuarios tienen problema para ingresar a la plataforma,"se ingresó de forma externa y no apareció problema, detalle encontrado en que el empleado no estaba ingresando datos correctos",x,vacio,vacio,,6,18,29,28,24,2,91,91,1
2023-09-01 00:00:00,actualización,detalle en asignación y consulta nom 035,se realizó actualización a sistema dadrh,vacio,x,vacio,vacio,,6,22,32,31,91,2,91,91,1
2023-10-01 00:00:00,cálculo de nómina,marca error al realizar cálculo de nómina,error originado ya que saldo de créditos se almacena con valor decimal muy pequeño,se ajustó importes en tabla para que pudiera realizar cálculo,vacio,x,vacio,,7,23,33,32,25,91,2,91,1
2023-10-01 00:00:00,reporte,solicitud de reporte cambios de salario,"se le indicó reporte que estaba habilitado en sistema, pero no era el necesario y se solicitó habilitar uno especifico a cambios de salario",se creo reporte dentro de ventana diseño de reportes para consulta,x,vacio,vacio,,7,16,34,33,26,2,91,91,1
2023-10-01 00:00:00,acceso portal colaboradores,empleados tienen problema para ingresar,usuario tienen problema para ingresar a la plataforma,"se revisó información, contraseña encriptada no coincidía con la indicada, se realizó actualización de contraseña para que pudiera ingresar",vacio,vacio,x,,7,18,29,34,27,91,91,2,1
2023-10-01 00:00:00,vacaciones,muestra saldo incorrecto de vacaciones,"error originado por actualización de tabulador, no se había actualizado campo acumulado",se cargó datos tabuladores para importe acumulado en años anteriores,vacio,x,vacio,,7,7,35,35,28,91,2,91,1
2023-11-01 00:00:00,empleados,captura errónea de numero empleado,se solicitó realizar el cambio de numero al empleado,actualización directa en base de datos de numero de empleado,x,vacio,vacio,,8,24,36,36,29,2,91,91,1
2023-11-01 00:00:00,actualización,detalle al realizar timbrado de finiquitos,se programó actualización para solucionar detalle al momento de timbrar finiquitos,vacio,vacio,x,vacio,,8,22,37,37,91,91,2,91,1
2023-11-01 00:00:00,configuración percepción,configuración de concepto con dato a sdo anterior,en período anterior se había realizado ajuste a fórmula para indicar todos los días en sdo anterior,"se ""regreso configuración de concepto para tomar sueldo actual",vacio,x,vacio,,8,25,38,38,30,91,2,91,1
2023-11-01 00:00:00,configuración empresas,solicitud replica de información a empresas,"solicitud para copia de información tabuladores, fechas de corte para nómina desde vsa",se realizó copia de configuración a empresas solicitadas,vacio,x,vacio,,8,26,39,39,31,91,2,91,1
2023-11-01 00:00:00,crédito infonavit,error al realizar carga de crédito infonavit,"se intento realizar carga de nuevo crédito cuando aún tenía uno activo, sistema no permite dos créditos activos",se indicó a usuario que tenía que dar de baja el que termina para que pueda agregar el nuevo registro,vacio,x,vacio,,8,27,40,40,32,91,2,91,1
2023-11-01 00:00:00,datos generales empleado,error al realizar carga de contacto empleado,el error indica que el nombre del contacto no puede estar duplicado,se indicó a usuario que debía almacenar solo una vez el dato del contacto,vacio,x,vacio,,8,28,41,41,33,91,2,91,1
2023-11-01 00:00:00,cambio de salario,error en pantalla cuando ingresa a opción cambio de salario indi,el error encontrado es código de js con respecto a licencia devexpress,se indicó a cliente que saliera de sistema e ingresara de nuevo para verificar dato ya que en servidor no aparecía advertencia,vacio,x,vacio,,8,12,42,42,34,91,2,91,1
2023-11-01 00:00:00,finiquitos,solicitud para eliminar finiquito ya almacenado que se tiene que ajustar,en sistema no está la opción para eliminar finiquitos por lo que se tiene que solicitar,vacio,vacio,x,vacio,,8,29,43,43,91,91,2,91,1
2023-11-01 00:00:00,configuración,consulta al configurar tabla isr se visualizan dos renglones más en sistema,es correcto que aparezcan por límites de ingresos y funcionalidad de sistema,vacio,vacio,x,vacio,,8,8,44,44,91,91,2,91,1
2023-11-01 00:00:00,cálculo isr,consulta por cálculo de isr en empleados disminuyo,esto se debe a que el primer cálculo se realizó antes de hacer el ajuste a tablas isr y el segundo una vez que ya se habían ajustado,vacio,vacio,x,vacio,,8,10,45,45,91,91,2,91,1
2023-12-01 00:00:00,checadas,solicitud descarga de checadas biométrico bromo,registros deben ser descargados desde attendance ya que por conexión no se permite descarga desde sistema,vacio,x,x,vacio,,9,30,46,46,91,2,2,91,1
2023-12-01 00:00:00,crédito infonavit,consulta para realizar activación de crédito dado de baja,el sistema no permite realizar reactivación de crédito infonavit,se reactivó de forma manual el crédito porque no permite captura de clave que ya ha sido asignada anteriormente,x,vacio,vacio,,9,27,47,47,35,2,91,91,1
2023-12-01 00:00:00,reportes,ventana de error al descargar comparativo de nómina,al querer descargar reporte apareció error donde indicaba que columna empleada no se había encontrado,"esto aparece ya que no se eliminan las sesiones al entrar a formulario y causa conflicto, se solución con cliente diciéndole que cerrara sesión e ingresara de nuevo",x,vacio,vacio,,9,31,48,48,36,2,91,91,1
2023-12-01 00:00:00,tiempo extra,distribución de horas errónea,la separación de horas dobles y triples es errónea,se realiza ajuste a distribución de horas para que se cargue en sistema,vacio,x,vacio,,9,32,49,49,37,91,2,91,1
2023-12-01 00:00:00,cálculo isr,se solicita validación de cálculo de isr/subsidio dentro del sistema,se realiza solicitud para confirmación de cálculo por nuevo tabular,se envió comprobación manual de cálculo correcto en sistema,vacio,x,vacio,,9,10,50,50,38,91,2,91,1
2023-12-01 00:00:00,cambio salario integrado,se solicita validación de cálculo factor integración,no se realizó ajuste en factor de integración de forma correcta al realizar cambio de salario,"la fórmula del sistema esta ""fijo"" en los días de vacaciones a considerar, siempre toma 6 por lo que se debe hacer cabio a los nuevos días, se realizó ajuste para formula indicada y se comentó proceso a realizar para ajuste de colaboradores",vacio,x,vacio,,9,33,51,51,39,91,2,91,1
2023-12-01 00:00:00,cambio de salario,ventana de advertencia al u intentar realizar cambio de salario,el período de salario mínimo debe cubrir en su totalidad el período de nómina en el que se desea realizar el movimiento,se realizó ajuste a los registros de salario mínimo que iniciaba 02/01 a que inicie 01/01 por período quincenal,vacio,x,vacio,,9,12,52,52,40,91,2,91,1
2023-12-01 00:00:00,costo total de nómina,"problema con la descarga de reporte, lleva más de 10min y no lo descarga",sede realizo descarga desde servidor y si lo descargo correctamente,vacio,x,vacio,vacio,,9,34,53,53,91,2,91,91,1
2023-12-01 00:00:00,reportes,"reportes caratula sale con quincena mal, reporte genera de nómina por plaza no aparece datos",vacio,se realizaron ajustes en procedimiento,vacio,x,vacio,,9,31,54,91,41,91,2,91,1
2023-12-01 00:00:00,crédito fonacot,valor de descuento erróneo,"sistema con funcionalidad en descuento por número de pagos o ""fijo"" en campo complementario, solo debe indicarse uno de los dos porque si está en ambos el valor se suma","empleado con importe en ambas opciones por lo que se estaba sumando, se debe quitar uno de los dos",x,vacio,vacio,,9,35,55,54,42,2,91,91,1
13/01/2023,acceso sistema,no puede acceder a sistema,servidor saturado en memora,se reinició servidor,vacio,x,vacio,,10,36,56,55,43,91,2,91,1
13/01/2023,carga tiempo extra,no puede cargar tiempo extra a persona de vacaciones,sistema tiene bloqueada captura por funcionalidad en personal vacaciones,se solicitó correo para considerar el ajuste,vacio,vacio,x,,10,37,57,56,44,91,91,2,1
13/01/2023,descanto segú infonavit,no se descontó importe seguro infonavit a bimestre 6,"se revisó formula bien configurada, falta revisión con datos",se revisará al cerrar nóminas ya que se habían cerrado y no se podía hacer ajuste,vacio,x,vacio,,10,38,58,57,45,91,2,91,1
16/01/2023,puestos,duda para saber cómo agregar nuevo puesto,se indicó menú para agregarlo,vacio,vacio,x,vacio,,11,39,59,58,91,91,2,91,1
16/01/2023,empleados,duda para indicar empleado como jefe de otro colaborador,se indicó proceso a seguir para asignación,vacio,vacio,x,vacio,,11,24,60,59,91,91,2,91,1
16/01/2023,empleados,empleado salió sin pago en nómina ordinaria,revisar el proceso de baja del empleado para determinar porque no se le pago,vacio,x,vacio,vacio,,11,24,61,60,91,2,91,91,1
16/01/2023,acceso sistema,no puede acceder a sistema,servidor saturado en memora,se reinició servidor,x,vacio,vacio,,11,36,56,55,43,2,91,91,1
16/01/2023,factor integración,en modulo activos no se actualizo factor de integración,"formula ""fija"" en sistema por lo que al cambiar tabular en cálculo de factor","se agregó campo para dejarlo como parámetro y poder moverlo sin requerir actualización, se actualizo sistema",vacio,x,vacio,,11,40,62,61,46,91,2,91,1
16/01/2023,usuarios,consulta para funcionamiento de opción generar usuarios de forma masiva.,vacio,vacio,vacio,x,vacio,,11,41,63,91,91,91,2,91,1
17/01/2023,acceso portal,"soporte para revisión de acceso a portal, colaborador con usuario activo, pero sin acceso",se le realizo cambio de usuario al colaborador y estaba tratando de entrar al portal con el usuario anterior,se indicó que se debía enviar instrucciones con usuario actualizado para acceso,vacio,x,vacio,,12,42,64,62,47,91,2,91,1
17/01/2023,impresiones credenciales,al realizar la impresión de la credencial aparece con nombre incorrecto,dentro del sistema aparece la opción de captura nombre y es desde donde el usuario realizó la captura errónea,vacio,x,vacio,vacio,,12,43,65,63,91,2,91,91,1
17/01/2023,integrados,se realizo revisión y actualización de salario integrado,"no se había realizado actualización por proceso no actualizado, se hizo ajuste manual",vacio,x,vacio,vacio,,12,44,66,64,91,2,91,91,1
17/01/2023,vacaciones,error al tratar de ingresar registro vacaciones,"se dejó validación errónea dentro de cogido, y se originó con la nueva actualización",vacio,vacio,x,vacio,,12,7,67,65,91,91,2,91,1
17/01/2023,layout skandia,solicitud para envió de archivos primero período 2023,desde el sistema no se puede hacer descarga de períodos anteriores,se generaron archivos de forma manual y se enviaron,vacio,x,vacio,,12,21,68,66,48,91,2,91,1
17/01/2023,créditos,consulta para determinar cuál es el campo de saldo,vacio,vacio,vacio,x,vacio,,12,45,69,91,91,91,2,91,1
17/01/2023,finiquitos,consulta para proceso de actualización saldo crédito en liquidación,"se indicó el proceso que se puede realizar, solo se puede descontar/incluir saldo completo",vacio,vacio,x,vacio,,12,29,70,67,91,91,2,91,1
18/01/2023,cálculo isr,consulta para detallar el motivo de la diferencia en cálculo de isr,"proceso manual de cliente se realizaba ""bajando"" tabular mensual a 14 días, pero en sistema es información ""separada""","se indicó se debe realizar actualización de tabuladores 14,21 y 28 días",vacio,x,vacio,,13,10,71,68,49,91,2,91,1
18/01/2023,cálculo nómina especial,"se realizo carga de datos, pero no aparece después de calcular nómina","se revisó proceso con el cliente, se estaba ""excluyendo"" cálculo u ya que dejaba pestaña con filtro de datos",vacio,vacio,x,vacio,,13,46,72,69,91,91,2,91,1
18/01/2023,empleados,duda para indicar empleado como jefe de otro colaborador,se indicó proceso a seguir para asignación,vacio,vacio,x,vacio,,13,24,60,59,91,91,2,91,1
18/01/2023,finiquitos,problemas para poder cerrar ventana de captura expediente en liquidación,vacio,vacio,vacio,x,vacio,,13,29,73,91,91,91,2,91,1
18/01/2023,checador,descarga de checadas biométrico bromo,"desde sistema no hay conexión, se tiene que hacer descarga/carga manual al sistema",vacio,x,vacio,vacio,,13,47,74,70,91,2,91,91,1
19/01/2023,dispersión bancomer,en archivo mostraba número tarjeta y debe ser número de cuenta,se revisó y en procedimiento estaba comentada la validación para que saque cta y ponía tarjeta,se hizo cambio en procedimiento para validar que en kcm siempre deje la cta,vacio,x,vacio,,14,48,75,71,50,91,2,91,1
19/01/2023,tabuladores,realizar replica de configuración tabuladores desde vsa a otras razones sociales,se tiene que hacer actualización masiva porque desde sistema solo se puede hacer por razón social,vacio,x,vacio,vacio,,14,49,76,72,91,2,91,91,1
19/01/2023,tiempo extra,revisión con usuario para proceso carga tiempo extra,"se revisó proceso y se validó proceso, en 5 empleados se generó saldo incorrecto",se realizó ajuste de importe a pagar para empleados erróneos,vacio,x,vacio,,14,32,77,73,51,91,2,91,1
19/01/2023,timbrado/cancelación,consulta para proceso timbrado con relación,timbrado ya incluye el uidrelaciónado,vacio,vacio,x,vacio,,14,50,78,74,91,91,2,91,1
20/01/2023,póliza dms,revisión ya que archivo retenciones no incluye concepto isr aguinaldo,"se revisó configuración y archivo, la información se muestra de forma correcta",vacio,vacio,x,vacio,,15,51,79,75,91,91,2,91,1
23/01/2023,reportes,se realizo actualización para habilitar reporte caratula acumulado,vacio,vacio,vacio,x,vacio,,16,31,80,91,91,91,2,91,1
23/01/2023,empleados,duda para indicar empleado como jefe de otro colaborador,se indicó proceso a seguir para asignación,vacio,vacio,vacio,x,,16,24,60,59,91,91,91,2,1
23/01/2023,cálculo nómina,no aparece cálculo vales de despensa en nómina,"configuración valida último período del mes contra fechas cargadas, detalle encontrado por configuración, no se capturaron fechas de nuevo ejercicio",se realizo carga de fechas para ejercicio en cortes mensuales,x,vacio,vacio,,16,52,81,76,52,2,91,91,1
23/01/2023,acceso a sistema,se le bloquea acceso y no le permite ingresar,servidor se satura en memoria de iis,se reinicio iis,vacio,x,vacio,,16,53,82,77,53,91,2,91,1
23/01/2023,finiquitos,error al tratar de realizar captura de importe manual,se realizó revisión desde servidor y todo el movimiento se hizo ok,vacio,vacio,vacio,vacio,,16,29,83,78,91,91,91,91,1
24/01/2022,comedor,se indicó problemas con modulo comedor ya que no se vieron reflejados consumos en 2do turno,"se revisó configuración, todo correcto, se determinó que el error fue de usuario al realizar la selección desde la opción errónea en ventana comedor",se enviaron registros de checadas para obtener consumos totales,vacio,vacio,vacio,,17,54,84,79,54,91,91,91,1
24/01/2022,acceso a sistema,se le bloquea acceso y no le permite ingresar,servidor se satura en memoria de iis,se reinicio iis,vacio,vacio,vacio,,17,53,82,77,53,91,91,91,1
24/01/2022,cambios de sueldos,consulta para revisar opción de cambio salario masivo con distintos porcentajes aumento,se indicó que en sistema al realizar movimiento masivo seria sobre un solo porcentaje,vacio,vacio,vacio,vacio,,17,55,85,80,91,91,91,91,1
25/01/2023,sueldos variables,solicitud para carga masiva de sueldo variable ya que desde sistema no existe opción,se realizó carga y registro de movimiento de cambio salario variable,vacio,vacio,vacio,vacio,,18,56,86,81,91,91,91,91,1
25/01/2023,reporte,solicitud para agregar dos columnas reporte cheque concepto,vacio,se pasó a desarrollo para agregar columnas solicitadas,vacio,vacio,vacio,,18,16,87,91,55,91,91,91,1
26/01/2023,actualización,se programo actualización para habilitar opción solicitada descarga de recibos de pago,vacio,vacio,vacio,vacio,vacio,,19,22,88,91,91,91,91,91,1
26/01/2023,checador,descarga de checadas biométrico bromo,"desde sistema no hay conexión, se tiene que hacer descarga/carga manual al sistema",vacio,vacio,vacio,vacio,,19,47,74,70,91,91,91,91,1
26/01/2023,captura de datos,solicitud para localizar opción en sistema donde se puede consultar datos cargados en captura masiva,vacio,se indicó ventanas donde se puede visualizar movimiento e información,vacio,vacio,vacio,,19,57,89,91,56,91,91,91,1
26/01/2023,cálculo deducciones,descuento de seguro infonavit no se ha realizado,"se revisó configuración, problema detectado en configuración de ítems",se realizo ajuste en configuración para que aparezca descuento correcto,vacio,vacio,vacio,,19,58,90,82,57,91,91,91,1
26/01/2023,incapacidades,consulta para funcionalidad de cómo realizar nueva consulta a colaborador,se indicó botón con el que se restablece pantalla para nueva búsqueda,vacio,vacio,vacio,vacio,,19,59,91,83,91,91,91,91,1
26/01/2023,acceso a sistema,se le bloquea acceso y no le permite ingresar,servidor se satura en memoria de iis,se reinicio iis,vacio,vacio,vacio,,19,53,82,77,53,91,91,91,1
26/01/2023,tiempo extra,error al tratar de subir tiempo extra,se indicó detalle que podría causar error par que se intente generar nuevamente movimientos,vacio,vacio,vacio,vacio,,19,32,92,84,91,91,91,91,1
26/01/2023,reportes,no se puede descargar reporte general de nómina,detalle encontrado a que memoria de iis se saturo,se reinició iis,vacio,vacio,vacio,,19,31,93,85,58,91,91,91,1
27/01/2023,nómina especial,solicitud para configuración de concepto p46 e isr acumulado a nómina ordinaria,vacio,vacio,vacio,vacio,vacio,,20,60,94,91,91,91,91,91,1
27/01/2023,vales despensa,"consulta para funcionalidad realizada excluir pago de vales despensa, pero sigue apareciendo",proceso realizado de forma errónea,se indicó campo y valor que debe ser indicado para excluir pago de vale despensa,vacio,vacio,vacio,,20,61,95,86,59,91,91,91,1
27/01/2023,nómina especial,no aparece total de empleados en ventana cálculo nómina especial,hay que quitar filtros utilizados en pago anterior,vacio,vacio,vacio,vacio,,20,60,96,87,91,91,91,91,1
28/01/2023,vacaciones,se indicó que saldos colaboradores estaba erróneo,detalle originado a que saldo recibido de usuario no era a cierre de ejercicio 2022,se envió listado actualizado con nuevo saldo para validación y así cargarlo,vacio,vacio,vacio,,21,7,97,88,60,91,91,91,1
28/01/2023,nómina especial,"solicitud para revisión de cálculo adicional, no aparece descuento impuesto y disposición judicial","se revisó configuración, no aparecían datos por filtro de información en empleados deducciones",se quito el filtro de empleados para que se mostrara el total de colaboradores,vacio,vacio,vacio,,21,60,98,89,61,91,91,91,1
30/01/2023,cambio salario / nómina,"se realizo movimientos de cambio de salario, pero se realizó pago ""menor"" al correspondiente","el movimiento se realizó con fecha intermedia a período por lo que el sistema ""separo"" los días con sdo anterior y con sdo nuevo",se solicitó hacer modificación en las fórmulas para que siempre se pague el período completo con el sdo nuevo,vacio,vacio,vacio,,22,62,99,90,62,91,91,91,1
30/01/2023,empleados,"empleado dado de alta, pero no aparece en nómina y muestra antigüedad negativa",el detalle se debe a que la nómina en la que se asignó al empleado aún está en período anterior por lo que para el sistema aún no corresponde su ingreso,solicitaron movimiento en fecha período de nómina,vacio,vacio,vacio,,22,24,100,91,63,91,91,91,1
30/01/2023,vacaciones,revisión de saldo vacaciones para que usuario ajuste dato y cargarlo de nueva cuenta a sistema,se explicó detalle excel enviado y la columna a revisar para nueva carga de saldos,vacio,vacio,vacio,vacio,,22,7,101,92,91,91,91,91,1
30/01/2023,cuentas contables,al tratar de capturar nueva cuenta aparece que no ha sido dada de alta la variable,"se realizó la prueba y se revisó configuración, aparece solo ""globo"" amarillo con advertencia, pero si permite realizar el cambio",vacio,vacio,vacio,vacio,,22,63,102,93,91,91,91,91,1
30/01/2023,costo total de nómina,al realizar revisión de importe aportación flexible aparece diferencia en 5 empleados,se descargó reporte de quincena correspondiente y el dato aparece de forma correcta,se determinó que el archivo de comparativa no fue el final ya que se acumularon los valores correctos,vacio,vacio,vacio,,22,34,103,94,64,91,91,91,1
30/01/2023,costo total de nómina,no aparece información correcta en columna agregada para cta centro de costo,"se revisó la información, el detalle se localizó en que el campo estaba como null y se determinó que en consulta validaron que se almacene valor 0",se actualizo columna de activador con valor 0 para que muestre dato correcto,vacio,vacio,vacio,,22,34,104,95,65,91,91,91,1
31/01/2023,finiquitos,problemas para poder realizar captura de importes manuales,se realizó prueba en servidor y no arrojo error,vacio,vacio,vacio,vacio,,23,29,105,96,91,91,91,91,1
31/01/2023,configuración,consulta para proceso cambio de valor uma en sistema y configuración de descuento comedor,vacio,vacio,vacio,vacio,vacio,,23,8,106,91,91,91,91,91,1
31/01/2023,checadores,revisión de conectividad para biométricos desde sistema,se revisó la conectividad y se requiere instalación de software para continuar,vacio,vacio,vacio,vacio,,23,64,107,97,91,91,91,91,1
31/01/2023,cálculo nómina,en empresa desarrollo marca error al calcular por dato tabulador no encontrado,"detalle encontrado por columna antigüedad con datos erróneos, cuando se hizo actualización masiva quedo adato erróneo",se actualizo columna con valor correcto,vacio,vacio,vacio,,23,52,108,98,66,91,91,91,1
31/01/2023,caratula finiquitos,al realizar descarga de caratula marca error por formato incorrecto,revisión de procedimiento para poder validar la cuenta contable por guion en formato,se agrego funcionalidad a reporte para que pueda reemplazar caracteres de cuenta contable,vacio,vacio,vacio,,23,65,109,99,67,91,91,91,1
2023-01-02 00:00:00,timbrada nómina,al realizar proceso aparece que no cuenta con folios disponibles,vacio,se realizó asignación de folios para continuar con proceso,vacio,vacio,vacio,,24,66,110,91,68,91,91,91,1
2023-01-02 00:00:00,acceso sistema,no permite ingresar a sistema,el servidor estaba trabajando normal,"no se realizó movimiento, se determinó que fue error de conexión",vacio,vacio,vacio,,24,36,111,100,69,91,91,91,1
